"fg","dbh_bin","q025","q25","q50","q75","q975"
"fg3",67.054281519984,174.722186111898,232.670457785069,271.797030547812,366.751561510466,404.776197960751
"fg3",87.9031726416461,239.284164638611,269.164917270661,313.305039132741,324.752642909561,371.804801206839
"fg3",115.234517249494,412.197295117165,412.197295117165,412.197295117165,412.197295117165,412.197295117165
"fg4",1.15546278812523,2.63211327715198,5.26422655430396,7.72922152814469,11.6565016559588,27.023029645427
"fg4",1.51472572135904,3.11153390977609,6.47583425331042,9.44218413708487,14.1632762056273,32.156695025269
"fg4",1.985692689134,3.84372097615844,8.10523771059498,12.3667544450315,19.5110619115869,47.8021016833878
"fg4",2.60309533275933,7.06074831489975,13.0770072341043,18.9261478499976,28.2012136837712,57.2714425447608
"fg4",3.41246424913243,7.77100110397251,15.0615370859252,21.2658040963549,32.9014159643997,70.3881403759015
"fg4",4.47348666222804,9.00872103787135,17.4638626960242,26.8642672572813,39.9726091732564,79.7686996386402
"fg4",5.86440808053007,10.6590142830698,24.0128112070333,37.4971693054587,55.3057135020624,99.9545016998463
"fg4",7.68780254233678,16.4820426640707,37.225602062578,53.7285345145626,79.4543083305361,157.010779429094
"fg4",10.0781369779126,22.3186494072157,49.3416790526426,82.1386460774728,121.66212481058,192.449260135637
"fg4",13.2116875253013,26.5676322689038,44.7250359236697,72.6546823645601,112.637736431774,197.618438154933
"fg4",17.3195390823467,49.134870152295,61.3741968910517,111.029222762403,151.27339917854,207.231918552912
"fg4",22.7046267519177,61.9716448253893,97.1897382694411,202.296706158252,230.529254523894,314.609606387964
"fg4",29.7640759083095,124.920931725149,124.920931725149,124.920931725149,124.920931725149,124.920931725149
"fg5",1.15546278812523,2.38143582218512,5.18066740264834,7.58299301274736,11.3118201553793,25.8793137571407
"fg5",1.51472572135904,2.92457030794664,5.80736104006547,8.77371092383992,12.8367746730944,29.5016029814117
"fg5",1.985692689134,3.73300510021475,7.97989898311155,12.1160769900647,18.5083520917195,42.5441420654581
"fg5",2.60309533275933,5.89092019172109,12.032517838409,17.6309809993355,26.9164917270661,58.3086205146862
"fg5",3.41246424913243,7.39498492152222,14.2886149331107,20.9733470655602,31.522689962082,62.4134638397684
"fg5",4.47348666222804,9.16539444722564,16.9520628921336,25.3602025274802,38.4058750797136,82.3736561915042
"fg5",5.86440808053007,11.2679516007601,24.4619416471823,38.6461076407235,59.4523364029724,145.921435514998
"fg5",7.68780254233678,18.4874623038056,36.8078063042999,57.3215780357542,85.3974529920419,165.142129374581
"fg5",10.0781369779126,20.9733470655602,42.7613958597627,65.0925791397267,94.8814167049546,197.079481626754
"fg5",13.2116875253013,24.2102197028197,49.7803645988346,76.853529735255,112.293054931194,213.552123886264
"fg5",17.3195390823467,36.2604938609556,81.4910626521418,121.035431173163,181.072681637725,303.53906328299
"fg5",22.7046267519177,58.8339986807209,120.742974142368,163.399921062562,230.790376872818,344.100764475419
"fg5",29.7640759083095,53.1164637286852,111.018777868446,163.441700638389,223.290943011726,323.304980607127
"fg5",39.0184883616633,89.9054692238626,164.726422595095,233.380710574142,271.588132668673,378.999244164388
"fg5",51.1503343399355,129.671269496771,199.706372456928,240.48323846487,323.290357755587,402.970275795594
"fg5",67.054281519984,208.18344839239,248.860043418345,306.829204879431,353.862562367587,400.329806603276
