"fg","dbh_bin","q025","q25","q50","q75","q975","mean","sd","ci_min","ci_max"
"fg3",1.15546278812523,2.45807446760424,5.12068262249629,7.86963992398701,12.3325564523975,29.5183509543215,8.0449193289993,1.90011532308022,7.99176232268331,8.09842990780737
"fg3",1.51472572135904,3.71134867726146,7.5012947369204,11.4936946355674,17.5423570942482,40.0780798879869,11.6491868786644,1.84950616390678,11.4658780448785,11.8354263321911
"fg3",1.985692689134,3.68402774872061,7.63150017681636,11.8316046932947,17.8919595460974,39.988499344054,11.8257117580882,1.8524092029975,11.6369189795834,12.0175674360836
"fg3",2.60309533275933,3.80767690423749,7.81959379581492,11.8978940149335,17.8332521227981,40.6195893127825,11.9735731938706,1.82954627894694,11.7882516231513,12.1618081809023
"fg3",3.41246424913243,3.85740872983942,7.95553277448844,12.1904005569559,18.951378447447,44.3759928413748,12.3566059820242,1.87340669930765,12.1460709992251,12.570790291341
"fg3",4.47348666222804,4.38877351295268,9.36802741397064,14.3401339502144,22.0921276703221,50.1972571698576,14.4483582493413,1.87950067192156,14.1854632841051,14.7161253686525
"fg3",5.86440808053007,6.2802244306406,13.0024547268263,19.8736193267134,30.7356691771751,66.1243274115762,19.86802538143,1.85764291114424,19.4521204235844,20.292822785456
"fg3",7.68780254233678,6.49132804609171,13.1429112408505,20.1219024264799,30.2579568996581,64.7537521103282,19.9276489700843,1.82132566479924,19.4799832284067,20.3856024319269
"fg3",10.0781369779126,5.95462202881631,12.1246163657185,18.8441023857769,28.1158371621579,58.6142521457385,18.5998669187897,1.81622766036566,18.1080480022188,19.1050437548154
"fg3",13.2116875253013,6.27481681619046,13.4576208001724,20.4353614769635,30.4640601514864,62.082927777213,20.05422066492,1.80341009279922,19.3887733364701,20.7425069909308
"fg3",17.3195390823467,9.29932143595116,18.5281130387973,29.2342191122338,41.3177285626892,71.9397010520681,27.2773410848962,1.75797052837469,26.2385265905537,28.357283481369
"fg3",22.7046267519177,10.237142811074,21.3228899696739,31.2811982436667,44.1071142814966,65.5980807599524,29.8143538033208,1.66168812671336,28.6338759378347,31.0434987788387
"fg3",29.7640759083095,8.30179827599945,18.6759369537813,28.033338408048,39.582332174551,59.8944297282033,26.3574183112721,1.69621596523147,25.1392394628567,27.6346267778635
"fg3",39.0184883616633,11.4677260392764,20.3850046851849,28.1374083423968,39.4139058757683,53.7643330603415,26.99063747677,1.6396935860116,25.3858302326377,28.696895265053
"fg3",51.1503343399355,17.4627334523963,28.0448069990142,36.7954029131915,43.5089811763521,53.5759324694459,33.9774005407998,1.46106877575496,31.4173437803928,36.7460647080683
"fg3",67.054281519984,18.1000837978383,23.2683276591089,30.1636775358203,37.1884418296644,46.8194529702394,29.8095915362627,1.35099637187828,27.0555984553867,32.8439139509001
"fg3",87.9031726416461,18.6355136785245,25.0273888291409,27.6411916495628,29.0209002315826,30.8972399785935,26.0012773236135,1.20983097018686,22.5794051222412,29.9417287036282
"fg3",115.234517249494,34.0503230292588,39.0678178331836,44.6428120597668,50.2178062863499,55.2353010902747,43.2279819804015,1.43454286482884,26.2165223544778,71.2778911264998
"fg4",1.15546278812523,3.2976503293313,6.70835657767772,9.95706437203826,15.1746802196157,35.8596761337602,10.2185482992231,1.83988291857525,10.0683083748251,10.3710301131265
"fg4",1.51472572135904,5.26703796850683,9.9614678712185,14.7297061147875,21.025910118042,43.0057547404777,14.5352364671223,1.7418983263736,13.9566166307118,15.1378449910454
"fg4",1.985692689134,5.12568078055967,8.88677914727273,12.7889156134558,20.7390588138658,46.1153385623634,13.5756405465325,1.79236008572761,12.9158664930114,14.2691174725582
"fg4",2.60309533275933,4.8375282926281,8.86512180700294,12.8159599709037,18.7949353351303,40.6572019423566,13.0554235672852,1.73698906752567,12.379184587889,13.7686035223982
"fg4",3.41246424913243,4.59579556579052,8.98833475217212,13.7400025791582,19.4271508936805,38.9177331824691,13.3441316260301,1.77640422804714,12.5211768581806,14.2211751235251
"fg4",4.47348666222804,4.56780348184129,9.60470404737799,15.1775472786456,23.0454457004136,40.938271061387,14.5750827342578,1.83254353195216,13.4539818516705,15.7896033347246
"fg4",5.86440808053007,5.4121762246164,10.7287122198799,17.6381386285188,27.9697416208695,53.1082970297031,17.2640391195983,1.9047671234156,15.2798414083996,19.5058992274082
"fg4",7.68780254233678,5.78875232456485,13.2810206304617,18.5481549796012,27.5505465070274,59.9815785375643,19.0269367439733,1.80832006756186,16.8686587013456,21.4613579104711
"fg4",10.0781369779126,5.35918709272182,11.7579515153963,19.7916161331242,30.0979538912207,52.7946773734728,18.659275537327,1.94257711496816,16.0872942049412,21.6424564095402
"fg4",13.2116875253013,5.64763028022301,11.3358506844373,18.0371116810066,27.2665009242106,40.9398515616826,17.4142823736577,1.78369599546922,14.8335220109993,20.444047635121
"fg4",17.3195390823467,8.08103292759331,16.0097076257712,25.2888262505363,34.698363379629,43.9583221331707,22.2344934812222,1.74417074613469,17.7130957145774,27.9100112330821
"fg4",22.7046267519177,12.0287260643554,13.3512543217615,30.6883138984599,40.7418568911766,55.438400196945,25.7493992803485,1.99368447692383,14.0640851967323,47.1435969011949
"fg4",29.7640759083095,14.2015589698095,14.2015589698095,14.2015589698095,14.2015589698095,14.2015589698095,14.2015589698095,NA,NA,NA
"fg5",1.15546278812523,2.19750773985993,5.87016234610215,9.74118838961939,16.3313229878266,39.9479735047181,9.67071388331488,2.10854995612068,9.45870857219103,9.88747103255719
"fg5",1.51472572135904,4.39805341238677,9.25657132587105,14.1094625581551,22.053989380607,57.9522569917094,14.5815213528083,1.90983292024253,13.9293127896173,15.2642681066713
"fg5",1.985692689134,3.9754393963847,9.3427955942963,14.3590625761103,22.4079881195009,48.6275677074739,14.2602836989593,1.85701223520907,13.6756985171411,14.8698577202414
"fg5",2.60309533275933,4.16163677860298,9.318308073698,13.901717371485,21.8942653389655,51.0482445802644,14.3131023545019,1.87449617909845,13.7141556395658,14.9382072359894
"fg5",3.41246424913243,4.65442768477522,9.9112177769709,14.6895322988098,22.3906822456929,52.1194579044995,14.9302120966776,1.83853251263905,14.3253772271767,15.5605838308323
"fg5",4.47348666222804,4.73819687151074,10.1862259067846,16.2102845786049,24.5454697884184,58.2720324024918,16.1976452093768,1.88218394372844,15.5175188598162,16.907581211856
"fg5",5.86440808053007,6.70386368394984,15.0628403122753,24.0254901369265,36.0927836864457,77.869051758037,23.5254901407999,1.88435504413189,22.4445495402783,24.6584893749671
"fg5",7.68780254233678,7.38110179628819,14.6933905228545,22.8836866738842,34.8397534911339,70.9378672070059,22.9170937387623,1.81057768724402,21.8757623913725,24.0079946031205
"fg5",10.0781369779126,7.10238943991517,14.3581151432092,22.5796197610698,32.2344158237111,77.6142925282028,22.0352121873679,1.82169250983982,20.9560211495463,23.1699792950838
"fg5",13.2116875253013,7.1693622331144,15.2906254120319,23.1255205811212,35.3024592056995,66.7813609359944,22.8031042925059,1.79975748293378,21.4358782519671,24.2575349263885
"fg5",17.3195390823467,12.281276875535,24.1175524343584,34.655135111933,49.8958257969679,83.1569190726074,34.0960201866237,1.70661050880499,31.9309650128285,36.4078753053531
"fg5",22.7046267519177,11.7091678456947,25.0325733915148,37.9602581218028,52.044464209155,89.8759104915144,36.4410786162049,1.65167538632354,33.4834495939327,39.6599581828347
"fg5",29.7640759083095,9.70757684727125,21.1363872472337,30.5226270060126,43.0902299164667,63.8351629225722,29.8205843955001,1.67884710708024,26.3413328473658,33.7593871518189
"fg5",39.0184883616633,14.5410227000844,27.6409911521891,34.7911111742515,45.9515303734414,65.6533200813638,33.8398615992543,1.52531854596118,29.7834517312091,38.4487413813333
"fg5",51.1503343399355,20.433358631116,27.8342142223771,36.1322732683438,44.313525071493,56.6015631941262,35.1020978901612,1.37226632236472,31.2195120394036,39.467537953037
"fg5",67.054281519984,23.1574349894604,29.5773711901842,41.5861309269562,44.0145887083426,56.0970457313481,37.3937520111172,1.34001573151373,32.6646753479763,42.807487739368
"fg5",87.9031726416461,24.9785481247776,29.8988748355257,32.9191404500799,34.5569161995853,35.7445202747014,31.2084273808923,1.18630693812964,26.3973354830791,36.8963731287481
"fg5",115.234517249494,23.1426238151241,24.2496530575311,24.6692925488005,29.0298840625422,40.7774837656246,27.7095171240247,1.32376419281381,21.0502246168816,36.4754938828944
NA,1.15546278812523,3.03244850119522,5.69125697898944,9.33820224390039,13.6363096587706,31.6641248269297,9.03205945434755,1.85430158843262,8.55664757926344,9.53388546521058
NA,1.51472572135904,5.28268472907851,10.2184617704915,15.1834459276324,23.2410845957388,43.1208757717026,15.0090680375887,1.7984692314154,13.4498879526882,16.748996285277
NA,1.985692689134,3.96381466468487,8.33736105307414,13.7539565232146,21.3733035091779,53.9231845538633,13.5492499940328,1.91667851457507,12.1409567270559,15.1208985855034
NA,2.60309533275933,2.88950279512748,8.02471722579284,13.66429541141,20.5194728684228,45.0773937691728,12.8746075439114,1.95179958311437,11.6432731741611,14.2361616815439
NA,3.41246424913243,2.18439424391556,9.97114603476866,15.137416274842,21.2943378075735,48.2092003466193,13.4713305786684,2.15700843899409,11.8713388858583,15.2869654640176
NA,4.47348666222804,1.38801603612192,4.92919345415922,12.6348559064855,22.5357357910194,53.9313325683913,10.6607472883361,2.75975241366117,9.13949902547547,12.4352037709039
NA,5.86440808053007,1.22780057340666,3.57440139510623,12.1941756240161,29.2133081849726,60.3704400060933,10.5164196055437,3.3280548581935,8.62334580801046,12.8250778505402
NA,7.68780254233678,2.13382307806813,3.57667437018129,15.8831080991748,27.5841778318069,54.2346964723697,11.5700661675353,2.98624200696996,8.86811341285757,15.0952547502446
NA,10.0781369779126,3.61594336875495,8.87442410837647,15.8697853588757,21.7596059002229,58.8759482199899,14.3371699845316,2.13755180585933,11.0193314890477,18.6539848964212
NA,13.2116875253013,12.8838419838257,23.434428103937,35.3574994416668,38.8923650460792,62.1621044217981,29.8792222826236,1.63583239653707,24.325129914595,36.7014658235709
NA,17.3195390823467,27.9287313240963,35.5940891035624,41.9592663103961,49.2598350364918,78.7165910408201,43.0476654777046,1.37605086728835,36.9869195476649,50.1015365903149
NA,22.7046267519177,70.7149840974282,70.7149840974282,70.7149840974282,70.7149840974282,70.7149840974282,70.7149840974282,NA,NA,NA
NA,39.0184883616633,53.604661980913,53.604661980913,53.604661980913,53.604661980913,53.604661980913,53.604661980913,NA,NA,NA
NA,51.1503343399355,27.2094663123963,40.3533310354059,49.1059617194779,54.1504436730096,57.2823068235609,43.4248688182394,1.43711742610732,30.4367965122705,61.9552465424894
NA,67.054281519984,53.352804897268,53.352804897268,53.352804897268,53.352804897268,53.352804897268,53.352804897268,NA,NA,NA
NA,198.033498603164,32.8993571967309,32.8993571967309,32.8993571967309,32.8993571967309,32.8993571967309,32.8993571967309,NA,NA,NA
