"fg","year","bin_midpoint","bin_min","bin_max","mean_n_individuals","mean","sd","q025","q25","median","q75","q975","ci_min","ci_max"
"fg2",2005,116.602720366912,99.9392998691097,133.266140864714,74,0.480599837919328,2.62295014384872,0.0603472140112609,0.261861887998562,0.551040236577058,1.01301852042235,2.42120438279724,0.385803356677723,0.598688944018255
"fg2",2005,155.486325979643,133.266140864714,177.706511094572,28,0.52458479895149,2.49090143772038,0.0560819413349243,0.426349244419875,0.66197051978818,0.929001926244615,1.43918493322017,0.374115654580203,0.735572564050458
"fg2",2005,207.336479719973,177.706511094572,236.966448345373,13,1.10459296010036,1.99252390479904,0.430139739634026,0.564271669997142,1.08047478837784,2.4143899635088,2.73987916292341,0.759359871664894,1.6067817816448
"fg2",2005,276.47714711774,236.966448345373,315.987845890107,4,0.353613736236279,8.30713877665876,0.0418181627354667,0.233306219175628,0.566250948066947,1.37637953655128,2.85626401389257,0.0444102530503813,2.81562625444007
"fg2",2010,1.16673541359231,1,1.33347082718462,907,0.0294283994110694,1.50941415336644,0.0197341464545716,0.0201461714948903,0.0204893434515889,0.0403872813153041,0.0608797794569536,0.0277760073800105,0.0311790920865281
"fg2",2010,1.55580763706853,1.33347082718462,1.77814444695244,902,0.0440295369165501,1.82420794391914,0.01990799195793,0.0203124664083531,0.0406879260328927,0.0793237615649433,0.120630100703357,0.0417912945566664,0.0463876542148563
"fg2",2010,2.07462409674193,1.77814444695244,2.37110374653142,1000,0.0565347306831157,2.14597329776356,0.0199120345629013,0.0206100934334522,0.0601848429363981,0.101483107752728,0.200142085340379,0.0536210553565178,0.0596067300832026
"fg2",2010,2.76645071037962,2.37110374653142,3.16179767422781,1076,0.0664200168430059,2.27008684022571,0.0199129253510078,0.0399717779515467,0.0790115837096267,0.121243825047031,0.284627481188153,0.0630717709365241,0.0699460086805724
"fg2",2010,3.6889813171354,3.16179767422781,4.21616496004298,1063,0.0800018777741296,2.49096138999697,0.0199133776179213,0.0402385041038979,0.0806201518310515,0.1595613907154,0.407233491781251,0.0755475853327157,0.0847187956994191
"fg2",2010,4.91914896842916,4.21616496004298,5.62213297681534,985,0.0935369221719324,2.57097054963778,0.0199204318622648,0.0405935921306926,0.100668538316594,0.184102675678559,0.512878670985703,0.0880660550064749,0.0993476522680034
"fg2",2010,6.55954164397562,5.62213297681534,7.4969503111359,773,0.118363121541427,2.7412636980748,0.0199475751046002,0.0599350153079534,0.121298117489132,0.245591442807424,0.704247603091335,0.110137635275465,0.127202917567557
"fg2",2010,8.74695742194416,7.4969503111359,9.99696453275241,806,0.151174765040156,2.82517881886572,0.0200012413809466,0.0795566829357844,0.163129836639235,0.320041972163484,0.934035607286656,0.140651884378887,0.162484915761121
"fg2",2010,11.6638125487886,9.99696453275241,13.3306605648247,710,0.183781590309621,2.89614730652088,0.0200404678441887,0.0998526112243876,0.220129847103786,0.401617134331921,1.0964057689883,0.169954341111048,0.198733805302827
"fg2",2010,15.5533537675595,13.3306605648247,17.7760469702942,636,0.187664547729048,3.10340692840325,0.020001338624573,0.0812595245250174,0.222446699634182,0.44311336028861,1.14795631063799,0.171853229442825,0.204930582849857
"fg2",2010,20.7399435139226,17.7760469702942,23.703840057551,597,0.205505645185341,3.22412537726017,0.0200566738934079,0.081541634832145,0.223914787125422,0.520023341112614,1.31485575960671,0.187085872119317,0.225738960000724
"fg2",2010,27.6561096332728,23.703840057551,31.6083792089945,496,0.247934047920608,3.42328682626,0.0201172598350548,0.100303503396921,0.304987659729006,0.669442010535877,1.58242894661364,0.222485903460311,0.276292974800825
